CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4805021,Standard,2006,Employment Rate,Male,,0.87097
4805021,Standard,2011,Employment Rate,Male,,0.61300
4805021,Standard,2016,Employment Rate,Male,,0.67900
4805021,Standard,2021,Employment Rate,Male,,0.66000
4805021,Standard,1981,Employment Rate,Both,,0.52542
4805021,Standard,1986,Employment Rate,Both,,0.61224
4805021,Standard,1991,Employment Rate,Both,,0.75000
4805021,Standard,1996,Employment Rate,Both,,0.47458
4805021,Standard,2001,Employment Rate,Both,,0.77400
4805021,Standard,2006,Employment Rate,Both,,0.70000
4805021,Standard,2011,Employment Rate,Both,,0.58900
4805021,Standard,2016,Employment Rate,Both,,0.61400
4805021,Standard,2021,Employment Rate,Both,,0.53000
4805022,Rockyford,1981,Participation Rate,Female,,0.36400
4805022,Rockyford,1986,Participation Rate,Female,,0.68400
4805022,Rockyford,1991,Participation Rate,Female,,0.62500
4805022,Rockyford,1996,Participation Rate,Female,,0.76900
4805022,Rockyford,2001,Participation Rate,Female,,0.65400
4805022,Rockyford,2006,Participation Rate,Female,,0.55600
4805022,Rockyford,2011,Participation Rate,Female,,0.64000
4805022,Rockyford,2016,Participation Rate,Female,,0.76000
4805022,Rockyford,2021,Participation Rate,Female,,0.56000
4805022,Rockyford,1981,Participation Rate,Male,,0.80000
4805022,Rockyford,1986,Participation Rate,Male,,0.85700
4805022,Rockyford,1991,Participation Rate,Male,,0.47600
4805022,Rockyford,1996,Participation Rate,Male,,0.71400
4805022,Rockyford,2001,Participation Rate,Male,,0.78600
4805022,Rockyford,2006,Participation Rate,Male,,0.80000
4805022,Rockyford,2011,Participation Rate,Male,,0.75000
4805022,Rockyford,2016,Participation Rate,Male,,0.76900
4805022,Rockyford,2021,Participation Rate,Male,,0.64000
4805022,Rockyford,1981,Participation Rate,Both,,0.58696
4805022,Rockyford,1986,Participation Rate,Both,,0.77500
4805022,Rockyford,1991,Participation Rate,Both,,0.55600
4805022,Rockyford,1996,Participation Rate,Both,,0.72900
4805022,Rockyford,2001,Participation Rate,Both,,0.74100
4805022,Rockyford,2006,Participation Rate,Both,,0.66700
4805022,Rockyford,2011,Participation Rate,Both,,0.69800
4805022,Rockyford,2016,Participation Rate,Both,,0.73100
4805022,Rockyford,2021,Participation Rate,Both,,0.59000
4805022,Rockyford,1981,Unemployment Rate,Female,,0.00000
4805022,Rockyford,1986,Unemployment Rate,Female,,0.15400
4805022,Rockyford,1991,Unemployment Rate,Female,,0.00000
4805022,Rockyford,1996,Unemployment Rate,Female,,0.20000
4805022,Rockyford,2001,Unemployment Rate,Female,,0.17600
4805022,Rockyford,2006,Unemployment Rate,Female,,0.00000
4805022,Rockyford,2011,Unemployment Rate,Female,,0.00000
4805022,Rockyford,2016,Unemployment Rate,Female,,0.10500
4805022,Rockyford,2021,Unemployment Rate,Female,,0.13000
4805022,Rockyford,1981,Unemployment Rate,Male,,0.10000
4805022,Rockyford,1986,Unemployment Rate,Male,,0.16700
4805022,Rockyford,1991,Unemployment Rate,Male,,0.00000
4805022,Rockyford,1996,Unemployment Rate,Male,,0.13300
4805022,Rockyford,2001,Unemployment Rate,Male,,0.00000
4805022,Rockyford,2006,Unemployment Rate,Male,,0.00000
4805022,Rockyford,2011,Unemployment Rate,Male,,0.00000
4805022,Rockyford,2016,Unemployment Rate,Male,,0.10000
4805022,Rockyford,2021,Unemployment Rate,Male,,0.14000
4805022,Rockyford,1981,Unemployment Rate,Both,,0.00000
4805022,Rockyford,1986,Unemployment Rate,Both,,0.16100
4805022,Rockyford,1991,Unemployment Rate,Both,,0.00000
4805022,Rockyford,1996,Unemployment Rate,Both,,0.20000
4805022,Rockyford,2001,Unemployment Rate,Both,,0.07500
4805022,Rockyford,2006,Unemployment Rate,Both,,0.00000
4805022,Rockyford,2011,Unemployment Rate,Both,,0.00000
4805022,Rockyford,2016,Unemployment Rate,Both,,0.10500
4805022,Rockyford,2021,Unemployment Rate,Both,,0.14000
4805022,Rockyford,1981,Employment Rate,Female,,0.31818
4805022,Rockyford,1986,Employment Rate,Female,,0.57895
4805022,Rockyford,1991,Employment Rate,Female,,0.62500
4805022,Rockyford,1996,Employment Rate,Female,,0.57692
4805022,Rockyford,2001,Employment Rate,Female,,0.53846
4805022,Rockyford,2006,Employment Rate,Female,,0.51852
4805022,Rockyford,2011,Employment Rate,Female,,0.64000
4805022,Rockyford,2016,Employment Rate,Female,,0.64000
4805022,Rockyford,2021,Employment Rate,Female,,0.44000
4805022,Rockyford,1981,Employment Rate,Male,,0.79167
4805022,Rockyford,1986,Employment Rate,Male,,0.76190
4805022,Rockyford,1991,Employment Rate,Male,,0.52381
4805022,Rockyford,1996,Employment Rate,Male,,0.61905
4805022,Rockyford,2001,Employment Rate,Male,,0.82143
4805022,Rockyford,2006,Employment Rate,Male,,0.80000
4805022,Rockyford,2011,Employment Rate,Male,,0.75000
4805022,Rockyford,2016,Employment Rate,Male,,0.69200
4805022,Rockyford,2021,Employment Rate,Male,,0.55000
4805022,Rockyford,1981,Employment Rate,Both,,0.56522
4805022,Rockyford,1986,Employment Rate,Both,,0.67500
4805022,Rockyford,1991,Employment Rate,Both,,0.55556
4805022,Rockyford,1996,Employment Rate,Both,,0.58333
4805022,Rockyford,2001,Employment Rate,Both,,0.68500
4805022,Rockyford,2006,Employment Rate,Both,,0.66700
4805022,Rockyford,2011,Employment Rate,Both,,0.71700
4805022,Rockyford,2016,Employment Rate,Both,,0.65400
4805022,Rockyford,2021,Employment Rate,Both,,0.51000
4805026,Drumheller,1981,Participation Rate,Female,,0.53000
4805026,Drumheller,1986,Participation Rate,Female,,0.54900
4805026,Drumheller,1991,Participation Rate,Female,,0.62400
4805026,Drumheller,1996,Participation Rate,Female,,0.61400
4805026,Drumheller,2001,Participation Rate,Female,,0.60400
4805026,Drumheller,2006,Participation Rate,Female,,0.67700
4805026,Drumheller,2011,Participation Rate,Female,,0.63600
4805026,Drumheller,2016,Participation Rate,Female,,0.65800
4805026,Drumheller,2021,Participation Rate,Female,,0.59000
4805026,Drumheller,1981,Participation Rate,Male,,0.77800
4805026,Drumheller,1986,Participation Rate,Male,,0.77100
4805026,Drumheller,1991,Participation Rate,Male,,0.79000
4805026,Drumheller,1996,Participation Rate,Male,,0.78800
4805026,Drumheller,2001,Participation Rate,Male,,0.76900
4805026,Drumheller,2006,Participation Rate,Male,,0.77400
4805026,Drumheller,2011,Participation Rate,Male,,0.75400
4805026,Drumheller,2016,Participation Rate,Male,,0.74000
4805026,Drumheller,2021,Participation Rate,Male,,0.69000
4805026,Drumheller,1981,Participation Rate,Both,,0.65236
4805026,Drumheller,1986,Participation Rate,Both,,0.65500
4805026,Drumheller,1991,Participation Rate,Both,,0.70600
4805026,Drumheller,1996,Participation Rate,Both,,0.69600
4805026,Drumheller,2001,Participation Rate,Both,,0.68300
4805026,Drumheller,2006,Participation Rate,Both,,0.72500
4805026,Drumheller,2011,Participation Rate,Both,,0.69500
4805026,Drumheller,2016,Participation Rate,Both,,0.69800
4805026,Drumheller,2021,Participation Rate,Both,,0.64000
4805026,Drumheller,1981,Unemployment Rate,Female,,0.05200
4805026,Drumheller,1986,Unemployment Rate,Female,,0.07300
4805026,Drumheller,1991,Unemployment Rate,Female,,0.09700
4805026,Drumheller,1996,Unemployment Rate,Female,,0.08100
4805026,Drumheller,2001,Unemployment Rate,Female,,0.02800
4805026,Drumheller,2006,Unemployment Rate,Female,,0.02700
4805026,Drumheller,2011,Unemployment Rate,Female,,0.06300
4805026,Drumheller,2016,Unemployment Rate,Female,,0.05400
4805026,Drumheller,2021,Unemployment Rate,Female,,0.06000
4805026,Drumheller,1981,Unemployment Rate,Male,,0.03100
4805026,Drumheller,1986,Unemployment Rate,Male,,0.06300
4805026,Drumheller,1991,Unemployment Rate,Male,,0.08100
4805026,Drumheller,1996,Unemployment Rate,Male,,0.09700
4805026,Drumheller,2001,Unemployment Rate,Male,,0.05400
4805026,Drumheller,2006,Unemployment Rate,Male,,0.03300
4805026,Drumheller,2011,Unemployment Rate,Male,,0.06700
4805026,Drumheller,2016,Unemployment Rate,Male,,0.11800
4805026,Drumheller,2021,Unemployment Rate,Male,,0.11000
4805026,Drumheller,1981,Unemployment Rate,Both,,0.03947
4805026,Drumheller,1986,Unemployment Rate,Both,,0.06900
4805026,Drumheller,1991,Unemployment Rate,Both,,0.08800
4805026,Drumheller,1996,Unemployment Rate,Both,,0.09100
4805026,Drumheller,2001,Unemployment Rate,Both,,0.04200
4805026,Drumheller,2006,Unemployment Rate,Both,,0.03000
4805026,Drumheller,2011,Unemployment Rate,Both,,0.06500
4805026,Drumheller,2016,Unemployment Rate,Both,,0.08800
4805026,Drumheller,2021,Unemployment Rate,Both,,0.09000
4805026,Drumheller,1981,Employment Rate,Female,,0.50000
4805026,Drumheller,1986,Employment Rate,Female,,0.50737
4805026,Drumheller,1991,Employment Rate,Female,,0.56371
4805026,Drumheller,1996,Employment Rate,Female,,0.56224
4805026,Drumheller,2001,Employment Rate,Female,,0.58932
4805026,Drumheller,2006,Employment Rate,Female,,0.65886
4805026,Drumheller,2011,Employment Rate,Female,,0.59600
4805026,Drumheller,2016,Employment Rate,Female,,0.62000
4805026,Drumheller,2021,Employment Rate,Female,,0.56000
4805026,Drumheller,1981,Employment Rate,Male,,0.75546
4805026,Drumheller,1986,Employment Rate,Male,,0.72018
4805026,Drumheller,1991,Employment Rate,Male,,0.72437
4805026,Drumheller,1996,Employment Rate,Male,,0.71163
4805026,Drumheller,2001,Employment Rate,Male,,0.72545
4805026,Drumheller,2006,Employment Rate,Male,,0.75000
4805026,Drumheller,2011,Employment Rate,Male,,0.70400
4805026,Drumheller,2016,Employment Rate,Male,,0.65300
4805026,Drumheller,2021,Employment Rate,Male,,0.61000
4805026,Drumheller,1981,Employment Rate,Both,,0.62554
4805026,Drumheller,1986,Employment Rate,Both,,0.60922
4805026,Drumheller,1991,Employment Rate,Both,,0.64262
4805026,Drumheller,1996,Employment Rate,Both,,0.63268
4805026,Drumheller,2001,Employment Rate,Both,,0.65400
4805026,Drumheller,2006,Employment Rate,Both,,0.70300
4805026,Drumheller,2011,Employment Rate,Both,,0.65000
4805026,Drumheller,2016,Employment Rate,Both,,0.63700
4805026,Drumheller,2021,Employment Rate,Both,,0.58000
4805031,Starland County,1981,Participation Rate,Female,,0.49600
4805031,Starland County,1986,Participation Rate,Female,,0.67800
4805031,Starland County,1991,Participation Rate,Female,,0.75000
4805031,Starland County,1996,Participation Rate,Female,,0.80900
4805031,Starland County,2001,Participation Rate,Female,,0.62300
4805031,Starland County,2006,Participation Rate,Female,,0.76200
4805031,Starland County,2011,Participation Rate,Female,,0.66400
4805031,Starland County,2016,Participation Rate,Female,,0.62200
4805031,Starland County,2021,Participation Rate,Female,,0.60000
4805031,Starland County,1981,Participation Rate,Male,,0.93100
4805031,Starland County,1986,Participation Rate,Male,,0.94400
4805031,Starland County,1991,Participation Rate,Male,,0.93200
4805031,Starland County,1996,Participation Rate,Male,,0.87700
4805031,Starland County,2001,Participation Rate,Male,,0.83200
4805031,Starland County,2006,Participation Rate,Male,,0.78600
4805031,Starland County,2011,Participation Rate,Male,,0.84400
4805031,Starland County,2016,Participation Rate,Male,,0.73200
4805031,Starland County,2021,Participation Rate,Male,,0.72000
4805031,Starland County,1981,Participation Rate,Both,,0.74061
4805031,Starland County,1986,Participation Rate,Both,,0.81400
4805031,Starland County,1991,Participation Rate,Both,,0.84800
4805031,Starland County,1996,Participation Rate,Both,,0.84600
4805031,Starland County,2001,Participation Rate,Both,,0.73700
4805031,Starland County,2006,Participation Rate,Both,,0.77400
4805031,Starland County,2011,Participation Rate,Both,,0.74400
4805031,Starland County,2016,Participation Rate,Both,,0.67700
4805031,Starland County,2021,Participation Rate,Both,,0.66000
4805031,Starland County,1981,Unemployment Rate,Female,,0.04500
4805031,Starland County,1986,Unemployment Rate,Female,,0.05000
4805031,Starland County,1991,Unemployment Rate,Female,,0.02000
4805031,Starland County,1996,Unemployment Rate,Female,,0.02700
4805031,Starland County,2001,Unemployment Rate,Female,,0.08100
4805031,Starland County,2006,Unemployment Rate,Female,,0.03600
4805031,Starland County,2011,Unemployment Rate,Female,,0.00000
4805031,Starland County,2016,Unemployment Rate,Female,,0.05100
4805031,Starland County,2021,Unemployment Rate,Female,,0.09000
4805031,Starland County,1981,Unemployment Rate,Male,,0.02000
4805031,Starland County,1986,Unemployment Rate,Male,,0.01300
4805031,Starland County,1991,Unemployment Rate,Male,,0.02000
4805031,Starland County,1996,Unemployment Rate,Male,,0.00000
4805031,Starland County,2001,Unemployment Rate,Male,,0.01400
4805031,Starland County,2006,Unemployment Rate,Male,,0.02100
4805031,Starland County,2011,Unemployment Rate,Male,,0.00000
4805031,Starland County,2016,Unemployment Rate,Male,,0.02200
4805031,Starland County,2021,Unemployment Rate,Male,,0.07000
4805031,Starland County,1981,Unemployment Rate,Both,,0.03226
4805031,Starland County,1986,Unemployment Rate,Both,,0.02800
4805031,Starland County,1991,Unemployment Rate,Both,,0.02000
4805031,Starland County,1996,Unemployment Rate,Both,,0.01200
4805031,Starland County,2001,Unemployment Rate,Both,,0.04500
4805031,Starland County,2006,Unemployment Rate,Both,,0.02800
4805031,Starland County,2011,Unemployment Rate,Both,,0.05300
4805031,Starland County,2016,Unemployment Rate,Both,,0.04100
4805031,Starland County,2021,Unemployment Rate,Both,,0.08000
4805031,Starland County,1981,Employment Rate,Female,,0.47407
4805031,Starland County,1986,Employment Rate,Female,,0.64430
4805031,Starland County,1991,Employment Rate,Female,,0.74265
4805031,Starland County,1996,Employment Rate,Female,,0.79412
4805031,Starland County,2001,Employment Rate,Female,,0.57233
4805031,Starland County,2006,Employment Rate,Female,,0.73481
4805031,Starland County,2011,Employment Rate,Female,,0.63400
4805031,Starland County,2016,Employment Rate,Female,,0.59100
4805031,Starland County,2021,Employment Rate,Female,,0.56000
4805031,Starland County,1981,Employment Rate,Male,,0.91772
4805031,Starland County,1986,Employment Rate,Male,,0.93210
4805031,Starland County,1991,Employment Rate,Male,,0.90683
4805031,Starland County,1996,Employment Rate,Male,,0.88272
4805031,Starland County,2001,Employment Rate,Male,,0.82081
4805031,Starland County,2006,Employment Rate,Male,,0.76923
4805031,Starland County,2011,Employment Rate,Male,,0.77900
4805031,Starland County,2016,Employment Rate,Male,,0.70900
4805031,Starland County,2021,Employment Rate,Male,,0.66000
4805031,Starland County,1981,Employment Rate,Both,,0.71331
4805031,Starland County,1986,Employment Rate,Both,,0.79421
4805031,Starland County,1991,Employment Rate,Both,,0.82828
4805031,Starland County,1996,Employment Rate,Both,,0.83893
4805031,Starland County,2001,Employment Rate,Both,,0.70400
4805031,Starland County,2006,Employment Rate,Both,,0.75200
4805031,Starland County,2011,Employment Rate,Both,,0.70500
4805031,Starland County,2016,Employment Rate,Both,,0.65400
4805031,Starland County,2021,Employment Rate,Both,,0.61000
4805034,Delia,1981,Participation Rate,Female,,0.26300
4805034,Delia,1986,Participation Rate,Female,,0.36800
4805034,Delia,1991,Participation Rate,Female,,0.30800
4805034,Delia,1996,Participation Rate,Female,,0.44400
4805034,Delia,2001,Participation Rate,Female,,0.56200
4805034,Delia,2006,Participation Rate,Female,,0.31200
4805034,Delia,2011,Participation Rate,Female,,0.78600
4805034,Delia,2016,Participation Rate,Female,,0.50000
4805034,Delia,2021,Participation Rate,Female,,0.46000
4805034,Delia,1981,Participation Rate,Male,,0.64700
4805034,Delia,1986,Participation Rate,Male,,0.73700
4805034,Delia,1991,Participation Rate,Male,,0.76900
4805034,Delia,1996,Participation Rate,Male,,0.64700
4805034,Delia,2001,Participation Rate,Male,,0.70600
4805034,Delia,2006,Participation Rate,Male,,0.52900
4805034,Delia,2011,Participation Rate,Male,,0.89500
4805034,Delia,2016,Participation Rate,Male,,0.55600
4805034,Delia,2021,Participation Rate,Male,,0.56000
4805034,Delia,1981,Participation Rate,Both,,0.45714
4805034,Delia,1986,Participation Rate,Both,,0.52600
4805034,Delia,1991,Participation Rate,Both,,0.53800
4805034,Delia,1996,Participation Rate,Both,,0.57100
4805034,Delia,2001,Participation Rate,Both,,0.58800
4805034,Delia,2006,Participation Rate,Both,,0.42400
4805034,Delia,2011,Participation Rate,Both,,0.87900
4805034,Delia,2016,Participation Rate,Both,,0.53800
4805034,Delia,2021,Participation Rate,Both,,0.60000
4805034,Delia,1981,Unemployment Rate,Female,,0.40000
4805034,Delia,1986,Unemployment Rate,Female,,0.00000
4805034,Delia,1991,Unemployment Rate,Female,,0.50000
4805034,Delia,1996,Unemployment Rate,Female,,0.00000
4805034,Delia,2001,Unemployment Rate,Female,,0.00000
4805034,Delia,2006,Unemployment Rate,Female,,0.00000
4805034,Delia,2011,Unemployment Rate,Female,,0.00000
4805034,Delia,2016,Unemployment Rate,Female,,0.00000
4805034,Delia,2021,Unemployment Rate,Female,,0.40000
4805034,Delia,1981,Unemployment Rate,Male,,0.00000
4805034,Delia,1986,Unemployment Rate,Male,,0.00000
4805034,Delia,1991,Unemployment Rate,Male,,0.00000
4805034,Delia,1996,Unemployment Rate,Male,,0.27300
4805034,Delia,2001,Unemployment Rate,Male,,0.00000
4805034,Delia,2006,Unemployment Rate,Male,,0.00000
4805034,Delia,2011,Unemployment Rate,Male,,0.00000
4805034,Delia,2016,Unemployment Rate,Male,,0.20000
4805034,Delia,2021,Unemployment Rate,Male,,0.40000
4805034,Delia,1981,Unemployment Rate,Both,,0.12500
4805034,Delia,1986,Unemployment Rate,Both,,0.05000
4805034,Delia,1991,Unemployment Rate,Both,,0.14300
4805034,Delia,1996,Unemployment Rate,Both,,0.15000
4805034,Delia,2001,Unemployment Rate,Both,,0.00000
4805034,Delia,2006,Unemployment Rate,Both,,0.14300
4805034,Delia,2011,Unemployment Rate,Both,,0.00000
4805034,Delia,2016,Unemployment Rate,Both,,0.09500
4805034,Delia,2021,Unemployment Rate,Both,,0.25000
4805034,Delia,1981,Employment Rate,Female,,0.22222
4805034,Delia,1986,Employment Rate,Female,,0.31579
4805034,Delia,1991,Employment Rate,Female,,0.15385
4805034,Delia,1996,Employment Rate,Female,,0.50000
4805034,Delia,2001,Employment Rate,Female,,0.50000
4805034,Delia,2006,Employment Rate,Female,,0.31250
4805034,Delia,2011,Employment Rate,Female,,0.78600
4805034,Delia,2016,Employment Rate,Female,,0.50000
4805034,Delia,2021,Employment Rate,Female,,0.36000
4805034,Delia,1981,Employment Rate,Male,,0.64706
4805034,Delia,1986,Employment Rate,Male,,0.73684
4805034,Delia,1991,Employment Rate,Male,,0.76923
4805034,Delia,1996,Employment Rate,Male,,0.52941
4805034,Delia,2001,Employment Rate,Male,,0.70588
4805034,Delia,2006,Employment Rate,Male,,0.47059
4805034,Delia,2011,Employment Rate,Male,,0.89500
